,Data,T1,T2,T3,T4,F1,F2,Empty1,Empty2
298,26/09/2022 20:45:32522600,39.0888,27.6696,28.914,19.6908,240.341915,988,65535,65535
299,26/09/2022 20:45:33521000,39.0156,27.7184,28.914,19.6908,241.267635,988,65535,65535
300,26/09/2022 20:45:34519400,38.8936,27.7184,28.914,19.764,238.490475,991,65535,65535
301,26/09/2022 20:45:35517800,39.04,27.816,28.8652,19.6664,238.490475,991,65535,65535
302,26/09/2022 20:45:36516200,38.9912,27.9136,28.8408,19.642,245.896235,992,65535,65535
303,26/09/2022 20:45:37514600,38.9912,28.0112,28.8408,19.6664,242.193355,988,65535,65535
304,26/09/2022 20:45:38513000,39.0156,27.7916,28.8164,19.6664,242.193355,988,65535,65535
305,26/09/2022 20:45:39527000,39.04,27.3524,28.8408,19.6664,241.267635,988,65535,65535
306,26/09/2022 20:45:40525400,39.0888,27.45,28.8408,19.6664,242.193355,986,65535,65535
307,26/09/2022 20:45:41523800,39.1132,28.182,28.8408,19.6664,240.341915,986,65535,65535
308,26/09/2022 20:45:42522200,39.0888,28.06,28.8164,19.6908,242.193355,987,65535,65535
309,26/09/2022 20:45:43520600,39.1376,28.06,28.8408,19.6664,241.267635,986,65535,65535
310,26/09/2022 20:45:44503400,39.1376,28.0112,28.8652,19.6664,241.267635,988,65535,65535
311,26/09/2022 20:45:45517400,39.1132,28.0356,28.8408,19.6908,241.267635,989,65535,65535
312,26/09/2022 20:45:46515800,39.1376,28.0112,28.8408,19.6664,238.490475,989,65535,65535
313,26/09/2022 20:45:47514200,39.2108,27.694,28.8408,19.6176,241.267635,987,65535,65535
314,26/09/2022 20:45:48528200,39.162,27.5476,28.8408,19.6664,241.267635,986,65535,65535
315,26/09/2022 20:45:49526600,39.2108,27.572,28.8408,19.6664,242.193355,988,65535,65535
316,26/09/2022 20:45:50525000,39.1376,27.694,28.8408,19.6664,241.267635,991,65535,65535
317,26/09/2022 20:45:51523400,39.1376,27.7184,28.8408,19.6664,241.267635,991,65535,65535
318,26/09/2022 20:45:52521800,39.2108,28.0112,28.8408,19.6664,243.119075,988,65535,65535
319,26/09/2022 20:45:53520200,39.2108,27.938,28.8408,19.6908,242.193355,987,65535,65535
320,26/09/2022 20:45:54518600,39.1376,27.9136,28.8164,19.6664,242.193355,987,65535,65535
321,26/09/2022 20:45:55517000,39.1132,27.4744,28.8652,19.6908,241.267635,986,65535,65535
322,26/09/2022 20:45:56515400,39.1376,27.8892,28.8652,19.642,236.639035,988,65535,65535
323,26/09/2022 20:45:57529400,39.04,28.06,28.8652,19.6908,238.490475,988,65535,65535
324,26/09/2022 20:45:58527800,39.0888,27.938,28.8408,19.6664,240.341915,989,65535,65535
325,26/09/2022 20:45:59526200,39.04,27.694,28.8408,19.7396,241.267635,988,65535,65535
326,26/09/2022 20:46:00509000,39.0156,27.5964,28.8164,19.6664,240.341915,986,65535,65535
327,26/09/2022 20:46:01523000,39.0156,27.45,28.8408,19.6908,240.341915,986,65535,65535
328,26/09/2022 20:46:02521400,38.8936,27.6696,28.8652,19.7396,240.341915,984,65535,65535
329,26/09/2022 20:46:03519800,38.8448,27.45,28.8164,19.6664,241.267635,987,65535,65535
330,26/09/2022 20:46:04518200,38.8936,27.45,28.8164,19.6664,243.119075,987,65535,65535
331,26/09/2022 20:46:05516600,38.8936,27.45,28.8164,19.7396,242.193355,984,65535,65535
332,26/09/2022 20:46:06515000,38.8448,27.5476,28.8164,19.7396,241.267635,983,65535,65535
333,26/09/2022 20:46:07529000,38.796,27.694,28.8164,19.6908,241.267635,984,65535,65535
334,26/09/2022 20:46:08527400,38.8448,27.6696,28.6456,19.6908,241.267635,988,65535,65535
335,26/09/2022 20:46:09525800,38.7716,27.4012,28.6456,19.7396,241.267635,988,65535,65535
336,26/09/2022 20:46:16077800,38.8692,27.9136,28.6456,19.7396,233.861875,986,65535,65535
337,26/09/2022 20:46:17107400,38.8448,27.7672,28.6456,19.886,232.936155,984,65535,65535
338,26/09/2022 20:46:18105800,38.7472,27.8404,28.6456,19.8372,233.861875,983,65535,65535
339,26/09/2022 20:46:19119800,38.7716,27.5964,28.6456,19.886,233.861875,987,65535,65535
340,26/09/2022 20:46:20102600,38.7472,27.8404,28.5968,19.764,235.713315,988,65535,65535
341,26/09/2022 20:46:21101000,38.7472,27.938,28.6212,19.764,233.861875,984,65535,65535
342,26/09/2022 20:46:29883800,38.7472,27.9136,28.2796,19.8616,208.867435,986,65535,65535
343,26/09/2022 20:46:30897800,38.7472,27.9136,28.3772,19.8616,209.793155,986,65535,65535
344,26/09/2022 20:46:31896200,38.7472,27.694,28.2064,19.886,207.941715,987,65535,65535
345,26/09/2022 20:46:32894600,38.7472,27.6452,28.3284,19.8616,209.793155,987,65535,65535
346,26/09/2022 20:46:33908600,38.7472,27.7672,28.1576,19.886,209.793155,987,65535,65535
347,26/09/2022 20:46:34907000,38.7472,27.8892,28.2308,19.8616,208.867435,987,65535,65535
348,26/09/2022 20:46:35905400,38.7228,27.694,28.2064,19.886,208.867435,988,65535,65535
349,26/09/2022 20:46:36903800,38.7472,27.6696,28.1332,19.886,208.867435,989,65535,65535
350,26/09/2022 20:46:37902200,38.7716,27.7184,28.1576,19.7884,208.867435,987,65535,65535
351,26/09/2022 20:46:38900600,38.7472,27.8892,28.1332,19.8616,208.867435,988,65535,65535
352,26/09/2022 20:46:39899000,38.7472,27.694,28.1332,19.8616,207.941715,987,65535,65535
353,26/09/2022 20:46:40897400,38.674,27.7916,28.1332,19.886,209.793155,989,65535,65535
354,26/09/2022 20:46:46934600,38.5764,28.0112,28.0112,19.8616,196.833075,984,65535,65535
355,26/09/2022 20:46:47948600,38.6496,28.0356,28.0112,19.8616,194.981635,989,65535,65535
356,26/09/2022 20:46:48947000,38.674,27.7672,28.0356,19.8616,195.907355,988,65535,65535
357,26/09/2022 20:46:49961000,38.6252,27.694,27.938,19.9104,195.907355,988,65535,65535
358,26/09/2022 20:46:50959400,38.6496,27.7916,27.9868,19.9104,195.907355,987,65535,65535
359,26/09/2022 20:46:51957800,38.7228,27.9136,27.938,19.8372,195.907355,988,65535,65535
360,26/09/2022 20:46:52956200,38.7228,27.938,27.8892,19.886,198.684515,989,65535,65535
361,26/09/2022 20:46:53954600,38.7472,28.06,27.938,19.9104,195.907355,989,65535,65535
362,26/09/2022 20:46:54953000,38.674,28.06,27.816,19.9104,196.833075,988,65535,65535
363,26/09/2022 20:46:55951400,38.6496,28.06,27.938,19.886,195.907355,987,65535,65535
364,26/09/2022 20:46:56949800,38.6496,28.0112,27.938,19.9104,195.907355,986,65535,65535
365,26/09/2022 20:46:57963800,38.6496,27.694,27.938,19.9592,196.833075,988,65535,65535
366,26/09/2022 20:46:58962200,38.6496,27.6696,27.8648,19.9104,194.981635,988,65535,65535
367,26/09/2022 20:46:59960600,38.6252,27.8892,27.8648,19.9104,194.981635,989,65535,65535
368,26/09/2022 20:47:00959000,38.552,27.938,27.816,19.886,194.981635,989,65535,65535
369,26/09/2022 20:47:01957400,38.552,27.6696,27.8648,19.886,194.055915,991,65535,65535
370,26/09/2022 20:47:02955800,38.552,27.7184,27.9868,19.886,192.204475,993,65535,65535
371,26/09/2022 20:47:03954200,38.552,27.4744,27.8892,19.9104,195.907355,992,65535,65535
372,26/09/2022 20:47:04952600,38.552,27.5232,27.8648,19.9592,196.833075,989,65535,65535
373,26/09/2022 20:47:05951000,38.5276,27.572,27.938,19.886,196.833075,988,65535,65535
374,26/09/2022 20:47:06949400,38.6252,27.572,27.9136,19.886,195.907355,988,65535,65535
375,26/09/2022 20:47:07963400,38.552,27.6452,27.816,19.886,196.833075,989,65535,65535
376,26/09/2022 20:47:14952200,38.552,27.5964,27.7428,20.008,190.353035,992,65535,65535
377,26/09/2022 20:47:15966200,38.552,27.6452,27.7428,19.9104,190.353035,988,65535,65535
378,26/09/2022 20:47:16980200,38.6496,27.5964,27.7672,19.9104,189.427315,989,65535,65535
379,26/09/2022 20:47:17978600,38.6496,27.7184,27.7428,19.8372,190.353035,989,65535,65535
380,26/09/2022 20:47:18977000,38.5764,27.7184,27.7428,19.9104,190.353035,989,65535,65535
381,26/09/2022 20:47:19975400,38.6496,27.5964,27.694,19.9104,191.278755,988,65535,65535
382,26/09/2022 20:47:26012600,38.6496,27.694,27.6452,19.886,175.541515,991,65535,65535
383,26/09/2022 20:47:27042200,38.6496,27.572,27.6452,20.008,173.690075,989,65535,65535
384,26/09/2022 20:47:28040600,38.7228,27.572,27.4012,20.0324,173.690075,987,65535,65535
385,26/09/2022 20:47:29039000,38.6496,27.4744,27.4012,20.008,171.838635,987,65535,65535
386,26/09/2022 20:47:30021800,38.6252,27.4012,27.4012,19.9836,172.764355,986,65535,65535
387,26/09/2022 20:47:31035800,38.6496,27.2792,27.4012,20.008,170.912915,984,65535,65535
388,26/09/2022 20:47:32034200,38.6496,27.3036,27.4012,20.008,167.210035,986,65535,65535
389,26/09/2022 20:47:33032600,38.6252,27.084,27.3768,20.008,169.061475,988,65535,65535
390,26/09/2022 20:47:34031000,38.674,27.084,27.3768,19.9836,169.061475,991,65535,65535
391,26/09/2022 20:47:35045000,38.6252,27.1084,27.328,19.9104,171.838635,988,65535,65535
392,26/09/2022 20:47:36043400,38.6496,27.0596,27.3768,19.9836,171.838635,988,65535,65535
393,26/09/2022 20:47:37041800,38.674,27.084,27.328,19.9836,172.764355,988,65535,65535
394,26/09/2022 20:47:38024600,38.5764,27.084,27.4012,20.008,172.764355,986,65535,65535
395,26/09/2022 20:47:39038600,38.552,27.0596,27.328,20.008,172.764355,986,65535,65535
396,26/09/2022 20:47:40037000,38.552,27.084,27.328,19.9836,171.838635,987,65535,65535
397,26/09/2022 20:47:41035400,38.5032,27.1328,27.3768,20.008,173.690075,988,65535,65535
398,26/09/2022 20:47:47041400,38.552,27.1328,27.328,20.008,171.838635,992,65535,65535
399,26/09/2022 20:47:48055400,38.6496,27.0108,27.2304,20.008,170.912915,992,65535,65535
400,26/09/2022 20:47:54045800,38.5276,27.0596,27.328,20.0324,161.655715,988,65535,65535
401,26/09/2022 20:47:55059800,38.5764,27.0108,27.1572,20.008,157.027115,988,65535,65535
402,26/09/2022 20:48:01034600,38.5276,26.6936,26.8156,19.9836,144.992755,989,65535,65535
403,26/09/2022 20:48:07071800,38.552,26.23,26.6936,20.008,136.661275,988,65535,65535
404,26/09/2022 20:48:08085800,38.5032,26.3032,26.596,20.1056,135.735555,988,65535,65535
405,26/09/2022 20:48:09084200,38.6496,26.4496,26.596,20.0324,133.884115,988,65535,65535
406,26/09/2022 20:48:10098200,38.6496,26.23,26.5472,19.9836,132.032675,991,65535,65535
407,26/09/2022 20:48:16088600,38.6496,25.7908,26.2544,19.9592,125.552635,987,65535,65535
408,26/09/2022 20:48:17102600,38.552,25.7908,26.2056,19.9836,124.626915,988,65535,65535
409,26/09/2022 20:48:18101000,38.5764,25.6932,26.2056,19.9836,122.775475,988,65535,65535
410,26/09/2022 20:48:19115000,38.5276,25.6444,26.2056,20.0812,120.924035,987,65535,65535
411,26/09/2022 20:48:20113400,38.5764,25.6444,26.1324,20.1056,121.849755,987,65535,65535
412,26/09/2022 20:48:21111800,38.552,25.4248,26.0836,20.0812,122.775475,988,65535,65535
413,26/09/2022 20:48:22110200,38.5764,25.5712,26.0348,19.9836,122.775475,986,65535,65535
414,26/09/2022 20:48:23108600,38.43,25.3272,25.986,20.0812,120.924035,986,65535,65535
415,26/09/2022 20:48:24107000,38.5032,25.1076,26.0104,20.0812,124.626915,988,65535,65535
416,26/09/2022 20:48:25105400,38.5276,24.9856,25.9616,20.0812,122.775475,987,65535,65535
417,26/09/2022 20:48:26103800,38.552,25.0832,26.0836,20.0812,122.775475,987,65535,65535
418,26/09/2022 20:48:32125400,38.5032,24.9124,25.8884,20.0812,117.221155,982,65535,65535
419,26/09/2022 20:48:33139400,38.5032,24.6928,25.8884,20.1056,116.295435,984,65535,65535
420,26/09/2022 20:48:34137800,38.5276,24.4,25.8884,20.1056,117.221155,986,65535,65535
421,26/09/2022 20:48:35136200,38.5276,24.5708,25.864,20.0812,118.146875,986,65535,65535
422,26/09/2022 20:48:36150200,38.5032,24.644,25.8884,20.1056,116.295435,984,65535,65535
423,26/09/2022 20:48:37148600,38.552,24.5708,25.8396,20.0812,117.221155,984,65535,65535
424,26/09/2022 20:48:38147000,38.5276,24.8392,25.8396,20.0324,113.518275,983,65535,65535
425,26/09/2022 20:48:39145400,38.5276,24.9612,25.864,20.0812,115.369715,986,65535,65535
426,26/09/2022 20:48:40143800,38.552,24.9124,25.864,20.1056,116.295435,984,65535,65535
427,26/09/2022 20:48:46134200,38.5276,24.278,25.742,20.1056,111.666835,984,65535,65535
428,26/09/2022 20:48:47195000,38.5276,24.1072,25.62,20.2032,108.889675,989,65535,65535
429,26/09/2022 20:48:48146600,38.5276,24.0828,25.62,20.1056,107.038235,986,65535,65535
430,26/09/2022 20:48:49160600,38.4544,24.0828,25.5712,20.1056,107.038235,986,65535,65535
431,26/09/2022 20:48:50159000,38.5032,23.7656,25.5468,20.0812,107.038235,984,65535,65535
432,26/09/2022 20:48:56149400,38.5032,23.2776,25.3272,20.0812,95.003875,987,65535,65535
433,26/09/2022 20:48:57194600,38.5032,23.3264,25.376,20.1056,94.078155,987,65535,65535
434,26/09/2022 20:48:58177400,38.5276,23.1556,25.2784,20.0812,90.375275,984,65535,65535
435,26/09/2022 20:48:59160200,38.5032,22.9604,25.2784,20.0812,89.449555,986,65535,65535
436,26/09/2022 20:49:00174200,38.5276,22.8628,25.0832,20.1056,86.672395,988,65535,65535
437,26/09/2022 20:49:01172600,38.5032,22.7896,25.0344,20.1544,86.672395,987,65535,65535
438,26/09/2022 20:49:02171000,38.5276,22.692,25.0344,20.1056,86.672395,984,65535,65535
439,26/09/2022 20:49:03169400,38.5276,22.814,25.0344,20.1056,86.672395,989,65535,65535
440,26/09/2022 20:49:04167800,38.5032,22.7896,24.9612,20.1544,88.523835,989,65535,65535
441,26/09/2022 20:49:05166200,38.5276,22.5456,24.9124,20.0324,86.672395,987,65535,65535
442,26/09/2022 20:49:11219000,38.5276,22.3504,24.5952,20.1056,76.489475,982,65535,65535
443,26/09/2022 20:49:12233000,38.5276,22.1796,24.5708,20.0812,74.638035,982,65535,65535
444,26/09/2022 20:49:13231400,38.5276,22.204,24.5952,20.1056,72.786595,984,65535,65535
445,26/09/2022 20:49:14229800,38.43,22.1064,24.5464,20.0812,74.638035,983,65535,65535
446,26/09/2022 20:49:15243800,38.5276,22.082,24.4244,20.0812,75.563755,982,65535,65535
447,26/09/2022 20:49:16242200,38.5276,22.082,24.4244,20.0812,75.563755,984,65535,65535
448,26/09/2022 20:49:17240600,38.4544,22.0088,24.4488,20.0812,71.860875,987,65535,65535
449,26/09/2022 20:49:18239000,38.43,21.8868,24.3756,20.0812,75.563755,988,65535,65535
450,26/09/2022 20:49:19237400,38.43,21.8868,24.3268,20.1056,74.638035,986,65535,65535
451,26/09/2022 20:49:20235800,38.43,21.8624,24.2536,20.0812,75.563755,984,65535,65535
452,26/09/2022 20:49:21249800,38.43,21.8868,24.278,20.1544,75.563755,986,65535,65535
453,26/09/2022 20:49:22232600,38.43,21.8624,24.278,20.2032,72.786595,987,65535,65535
454,26/09/2022 20:49:23231000,38.43,21.838,24.278,20.1544,75.563755,988,65535,65535
455,26/09/2022 20:49:24245000,38.43,21.8624,24.278,20.2032,76.489475,989,65535,65535
456,26/09/2022 20:49:25243400,38.43,21.8868,24.278,20.13,76.489475,987,65535,65535
457,26/09/2022 20:49:26241800,38.43,21.838,24.278,20.2032,76.489475,979,65535,65535
458,26/09/2022 20:49:27240200,38.5276,21.7648,24.2536,20.2032,75.563755,982,65535,65535
459,26/09/2022 20:49:28238600,38.43,21.838,24.278,20.2032,76.489475,984,65535,65535
460,26/09/2022 20:49:29237000,38.3324,21.8868,24.1316,20.1056,74.638035,981,65535,65535
461,26/09/2022 20:49:30235400,38.3324,21.7404,24.1316,20.0812,75.563755,981,65535,65535
462,26/09/2022 20:49:31233800,38.308,21.716,24.3268,20.0812,74.638035,981,65535,65535
463,26/09/2022 20:49:32232200,38.308,21.716,24.156,20.1544,75.563755,982,65535,65535
464,26/09/2022 20:49:33230600,38.308,21.7648,24.1316,20.2032,72.786595,984,65535,65535
465,26/09/2022 20:49:34244600,38.308,21.7404,24.2292,20.1056,76.489475,988,65535,65535
466,26/09/2022 20:49:35243000,38.3324,21.7404,24.2292,20.1544,77.415195,989,65535,65535
467,26/09/2022 20:49:36241400,38.308,21.838,24.2048,20.008,77.415195,989,65535,65535
468,26/09/2022 20:49:37239800,38.3324,21.7404,24.2048,20.0324,77.415195,988,65535,65535
469,26/09/2022 20:49:38238200,38.3324,21.7404,24.156,20.13,76.489475,989,65535,65535
470,26/09/2022 20:49:39252200,38.3324,21.716,24.2536,20.1056,75.563755,988,65535,65535
471,26/09/2022 20:49:40235000,38.3324,21.716,24.156,20.1544,76.489475,989,65535,65535
472,26/09/2022 20:49:41233400,38.3812,21.7404,24.2048,20.2032,77.415195,986,65535,65535
473,26/09/2022 20:49:42231800,38.308,21.6672,24.1316,20.1544,75.563755,982,65535,65535
474,26/09/2022 20:49:48253400,38.2592,21.594,24.1316,20.2032,70.009435,983,65535,65535
475,26/09/2022 20:49:49267400,38.2836,21.594,24.0828,20.1544,71.860875,984,65535,65535
476,26/09/2022 20:49:50281400,38.2836,21.594,24.0828,20.2032,70.935155,983,65535,65535
477,26/09/2022 20:49:56256200,38.3324,21.716,23.79,20.2032,60.752235,982,65535,65535
478,26/09/2022 20:49:57285800,38.308,21.6184,23.7656,20.1056,57.975075,982,65535,65535
479,26/09/2022 20:49:58268600,38.3324,21.6428,23.668,20.13,57.975075,984,65535,65535
480,26/09/2022 20:49:59267000,38.3324,21.5452,23.6192,20.2032,57.975075,984,65535,65535
481,26/09/2022 20:50:00265400,38.3324,21.4964,23.5216,20.1056,54.272195,984,65535,65535
482,26/09/2022 20:50:01295000,38.308,21.5452,23.5704,20.1056,57.975075,983,65535,65535
483,26/09/2022 20:50:02277800,38.2836,21.3988,23.5704,20.2032,57.975075,981,65535,65535
484,26/09/2022 20:50:03276200,38.3324,21.3988,23.4484,20.2032,58.900795,984,65535,65535
485,26/09/2022 20:50:09266600,38.2592,21.1792,23.2532,20.0812,48.717875,984,65535,65535
486,26/09/2022 20:50:10280600,38.2104,21.1792,23.1556,20.2032,47.792155,986,65535,65535
487,26/09/2022 20:50:11294600,38.2592,21.0816,23.1312,19.9836,46.866435,986,65535,65535
488,26/09/2022 20:50:12293000,38.2592,21.0328,23.1312,20.1056,46.866435,984,65535,65535
489,26/09/2022 20:50:13275800,38.2104,21.0084,23.1312,20.0812,47.792155,984,65535,65535
490,26/09/2022 20:50:14289800,38.2592,20.9108,23.1312,20.1544,43.163555,984,65535,65535
491,26/09/2022 20:50:15288200,38.2592,20.9108,22.9116,20.2032,43.163555,981,65535,65535
492,26/09/2022 20:50:16302200,38.2104,20.8376,22.936,20.2032,45.014995,982,65535,65535
493,26/09/2022 20:50:17285000,38.2592,20.8376,22.9116,20.2032,47.792155,979,65535,65535
494,26/09/2022 20:50:18283400,38.2104,20.8376,22.936,20.1544,48.717875,982,65535,65535
495,26/09/2022 20:50:19281800,38.2592,20.8376,22.936,20.0812,47.792155,983,65535,65535
496,26/09/2022 20:50:20295800,38.2104,20.7888,22.814,20.2032,47.792155,983,65535,65535
497,26/09/2022 20:50:21278600,38.2104,20.7888,22.8384,20.1544,47.792155,986,65535,65535
498,26/09/2022 20:50:22292600,38.2592,20.7888,22.7896,20.0812,44.089275,986,65535,65535
499,26/09/2022 20:50:28283000,38.0884,20.6424,22.6676,20.0812,38.534955,988,65535,65535
500,26/09/2022 20:50:29297000,38.0884,20.6668,22.5944,20.1056,34.832075,988,65535,65535
501,26/09/2022 20:50:30311000,38.064,20.5448,22.5944,20.0812,29.277755,987,65535,65535
502,26/09/2022 20:50:31309400,38.0396,20.5692,22.448,20.1544,33.906355,987,65535,65535
503,26/09/2022 20:50:32307800,38.064,20.5448,22.448,20.2032,34.832075,988,65535,65535
504,26/09/2022 20:50:33306200,38.0396,20.5204,22.1552,20.2032,32.980635,987,65535,65535
505,26/09/2022 20:50:39296600,38.064,20.4228,21.96,20.0812,20.020555,983,65535,65535
506,26/09/2022 20:50:40326200,38.0152,20.4472,21.838,20.0812,19.094835,983,65535,65535
507,26/09/2022 20:50:41324600,38.0152,20.3496,21.7892,20.1544,20.946275,983,65535,65535
508,26/09/2022 20:50:42323000,38.0152,20.252,21.6184,20.2032,24.649155,978,65535,65535
509,26/09/2022 20:50:43321400,38.0396,20.252,21.6672,20.1056,23.723435,981,65535,65535
510,26/09/2022 20:50:44319800,37.9664,20.3252,21.5452,20.0324,23.723435,977,65535,65535
511,26/09/2022 20:50:45333800,38.0152,20.252,21.5208,20.2032,23.723435,978,65535,65535
512,26/09/2022 20:50:46316600,37.942,20.2276,21.5208,20.1056,21.871995,981,65535,65535
513,26/09/2022 20:50:47330600,37.9664,20.3008,21.4232,20.2032,25.574875,984,65535,65535
514,26/09/2022 20:50:48313400,38.0152,20.252,21.4232,20.13,25.574875,984,65535,65535
515,26/09/2022 20:50:49311800,38.0152,20.252,21.3256,20.2032,21.871995,983,65535,65535
516,26/09/2022 20:50:50325800,38.0152,20.2032,21.3012,20.1056,19.094835,984,65535,65535
517,26/09/2022 20:50:51324200,38.0396,20.252,21.3012,20.1544,20.020555,986,65535,65535
518,26/09/2022 20:50:52322600,38.0152,20.3008,21.2524,20.1544,16.317675,984,65535,65535
519,26/09/2022 20:50:53321000,38.0152,20.252,21.2036,20.1056,15.391955,987,65535,65535
520,26/09/2022 20:50:54319400,38.0152,20.252,21.2524,20.1056,15.391955,987,65535,65535
521,26/09/2022 20:50:55317800,37.942,20.1788,21.2524,20.0812,17.243395,987,65535,65535
522,26/09/2022 20:50:56316200,37.9176,20.2276,21.2524,20.0812,20.020555,986,65535,65535
523,26/09/2022 20:50:57330200,37.942,20.2032,21.2036,20.1544,20.020555,989,65535,65535
524,26/09/2022 20:50:58313000,37.9176,20.2032,21.2036,20.0812,16.317675,981,65535,65535
525,26/09/2022 20:50:59311400,37.8444,20.2032,21.1792,20.0812,19.094835,981,65535,65535
526,26/09/2022 20:51:00325400,37.8444,20.2032,21.1792,20.0812,17.243395,981,65535,65535
527,26/09/2022 20:51:01323800,37.8444,20.252,21.1792,20.1056,20.020555,982,65535,65535
528,26/09/2022 20:51:02322200,37.8444,20.2032,21.1792,20.0812,20.946275,983,65535,65535
529,26/09/2022 20:51:03320600,37.8932,20.2032,21.1792,20.13,20.946275,983,65535,65535
530,26/09/2022 20:51:04319000,37.7956,20.2032,21.1792,20.1544,20.020555,983,65535,65535
531,26/09/2022 20:51:05317400,37.7468,20.1788,21.1792,20.0812,20.020555,982,65535,65535
532,26/09/2022 20:51:06315800,37.8932,20.2032,21.1792,20.0812,19.094835,983,65535,65535
533,26/09/2022 20:51:07329800,37.8444,20.2276,21.2036,20.1056,23.723435,983,65535,65535
534,26/09/2022 20:51:08328200,37.8444,20.1788,21.1792,20.008,25.574875,984,65535,65535
535,26/09/2022 20:51:09311000,37.8444,20.1788,21.1792,20.2276,23.723435,982,65535,65535
536,26/09/2022 20:51:10325000,37.7468,20.1788,21.1792,20.2032,20.946275,979,65535,65535
537,26/09/2022 20:51:11323400,37.7956,20.2032,21.0572,20.0812,19.094835,987,65535,65535
538,26/09/2022 20:51:12321800,37.7956,20.2032,21.1548,20.0812,15.391955,986,65535,65535
539,26/09/2022 20:51:13320200,37.7468,20.2032,21.1304,20.1056,16.317675,986,65535,65535
540,26/09/2022 20:51:14318600,37.7956,20.1788,21.1304,20.1056,19.094835,984,65535,65535
541,26/09/2022 20:51:15332600,37.7224,20.1788,20.9352,20.0812,20.020555,987,65535,65535
542,26/09/2022 20:51:16331000,37.7224,20.1788,21.1304,20.0812,19.094835,986,65535,65535
543,26/09/2022 20:51:17329400,37.7224,20.2032,21.1304,20.0812,20.946275,984,65535,65535
544,26/09/2022 20:51:18312200,37.7468,20.2032,21.0816,20.0812,20.020555,986,65535,65535
545,26/09/2022 20:51:19310600,37.8444,20.1788,21.0328,20.2032,20.946275,986,65535,65535
546,26/09/2022 20:51:20324600,37.7224,20.2032,21.0328,20.1056,25.574875,984,65535,65535
547,26/09/2022 20:51:26330600,37.7224,20.1788,21.594,20.0812,57.049355,982,65535,65535
548,26/09/2022 20:51:27344600,37.7224,20.2032,21.716,20.008,58.900795,981,65535,65535
549,26/09/2022 20:51:28343000,37.6736,20.2032,21.96,20.1056,60.752235,982,65535,65535
550,26/09/2022 20:51:29341400,37.7224,20.2032,22.0088,20.0812,61.677955,986,65535,65535
551,26/09/2022 20:51:30355400,37.6736,20.2032,22.3016,20.2276,60.752235,984,65535,65535
552,26/09/2022 20:51:31338200,37.7224,20.252,22.3748,20.0812,62.603675,984,65535,65535
553,26/09/2022 20:51:32367800,37.5516,20.2276,22.4236,20.1056,61.677955,982,65535,65535
554,26/09/2022 20:51:33350600,37.6004,20.374,22.4724,20.2032,60.752235,982,65535,65535
555,26/09/2022 20:51:34349000,37.576,20.4228,22.7896,20.0812,62.603675,984,65535,65535
556,26/09/2022 20:51:35347400,37.5516,20.4228,22.7408,20.0812,62.603675,987,65535,65535
557,26/09/2022 20:51:36361400,37.6004,20.4716,22.7896,20.0812,60.752235,989,65535,65535
558,26/09/2022 20:51:37359800,37.5516,20.5448,22.936,20.0812,61.677955,984,65535,65535
559,26/09/2022 20:51:38342600,37.6004,20.5692,22.9604,20.0812,60.752235,986,65535,65535
560,26/09/2022 20:51:39341000,37.5516,20.7156,22.936,20.1056,61.677955,986,65535,65535
561,26/09/2022 20:51:40355000,37.5516,20.8132,22.9116,20.0812,60.752235,987,65535,65535
562,26/09/2022 20:51:41353400,37.5028,20.7888,23.058,20.1056,61.677955,986,65535,65535
563,26/09/2022 20:51:42351800,37.6004,20.8376,23.058,20.1056,60.752235,984,65535,65535
564,26/09/2022 20:51:43350200,37.576,20.9108,23.058,20.0812,58.900795,986,65535,65535
565,26/09/2022 20:51:44348600,37.6004,20.9108,23.1556,20.1056,58.900795,986,65535,65535
566,26/09/2022 20:51:45362600,37.5516,20.8864,23.1312,20.0812,62.603675,987,65535,65535
567,26/09/2022 20:51:46361000,37.576,21.0572,23.1312,20.1056,61.677955,987,65535,65535
568,26/09/2022 20:51:47359400,37.6004,21.0328,23.18,20.1056,62.603675,987,65535,65535
569,26/09/2022 20:51:48342200,37.576,21.0572,23.1556,20.0812,61.677955,984,65535,65535
570,26/09/2022 20:51:49356200,37.6248,21.0328,23.1312,20.0812,62.603675,983,65535,65535
571,26/09/2022 20:51:50354600,37.7468,21.0572,23.1556,20.13,61.677955,984,65535,65535
572,26/09/2022 20:51:51353000,37.7468,21.0328,23.18,20.1056,61.677955,986,65535,65535
573,26/09/2022 20:51:52367000,37.8444,21.0328,23.1556,20.0812,60.752235,986,65535,65535
574,26/09/2022 20:51:53349800,37.8444,21.0572,23.1312,20.13,60.752235,982,65535,65535
575,26/09/2022 20:51:54348200,37.8444,21.0572,23.1556,20.1056,62.603675,986,65535,65535
576,26/09/2022 20:51:55362200,37.9176,21.0328,23.2776,20.0812,58.900795,986,65535,65535
577,26/09/2022 20:52:02039000,38.0884,21.716,23.8388,20.008,107.963955,984,65535,65535
578,26/09/2022 20:52:03068600,38.186,21.838,24.0096,20.1056,108.889675,982,65535,65535
579,26/09/2022 20:52:04067000,38.186,22.082,24.278,20.0324,108.889675,982,65535,65535
580,26/09/2022 20:52:05065400,38.2592,22.2528,24.4488,20.0812,109.815395,983,65535,65535
581,26/09/2022 20:52:06063800,38.2836,22.7164,24.5952,20.0812,107.963955,984,65535,65535
